"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"4716781",8042989866,"75640MB","NY","COM","11/24/2015",51,"REFG","NS/OT","T",36490,6740,7040,20151231,108,108,108,362215,"T401","V","0115P","","Q","O","21-57","Borden Ave","",0,408,"e3","","","","","WHITE","",2013,"",0,"K 41","51-Sidewalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3597085",8028963201,"FPZ4542","NY","PAS","10/12/2015",71,"SUBN","JEEP","T",46030,42030,58330,20151005,94,94,94,362534,"T301","E","0233P","","K","F","115","Greenpoint Ave","",0,408,"j6","","YYYYYYY","","","GY","",2014,"",0,"17 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3992846",8006144837,"GXE8017","NY","PAS","10/31/2015",38,"2DSD","FIAT","T",0,0,0,20170416,61,61,61,362569,"T302","O","1106A","","K","I","","Other-See Comments","sheepshead bay lot#",0,408,"h1","","Y","0800A","1000P","WH","",2015,"",0,"46 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5767978",7035369594,"T672710C","NY","OMT","01/07/2016",37,"SUBN","TOYOT","T",39595,6190,6440,20160531,109,109,109,357347,"T401","R","0535P","0523P","Q","F","18-12","College Point Blvd","",0,408,"h1","","Y","0900A","0700P","BK","",2015,"437-3118",0,"08 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574920",7580793430,"FEJ7197","NY","PAS","07/30/2015",21,"SUBN","HYUND","T",22590,50190,16810,20160820,107,107,107,353398,"T402","M","1045A","","Q","F","8230","138th St","",0,408,"d1","","Y","1030A","1200A","GY","",2011,"",0,"G 42","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6613404",7516758360,"GRF1454","NY","PAS","02/15/2016",38,"SUBN","HONDA","T",45130,57030,55430,20160624,90,90,90,357051,"T301","C","0233P","","K","F","594","Grand St","",0,408,"h1","","Y","0800A","0700P","GREY","",2014,"",0,"A 31","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6079685",4614951922,"192YXP","IA","PAS","01/07/2016",36,"PK","CHEVR","V",0,0,0,0,NA,0,0,0,"","","0201P","","","","","EB SEAVIEW AVE @ E 1","00TH ST",0,1180,"B","T","","","","WHI","",2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7602080",8268522768,"HBN2371","NY","PAS","03/23/2016",21,"SUBN","GMC","T",51030,24830,24830,20171112,76,76,76,355542,"T302","Q","0951A","","K","O","347","Hoyt St","",0,408,"d1","","Y","0930A","1100A","MR","",2002,"",0,"C1 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10524833",8162539190,"ATA746","SC","PAS","06/17/2016",40,"4DSD","TOYOT","T",24730,31530,54130,20160688,88,88,88,338858,"T802","A","0155A","","K","F","276","Carlton Ave","",0,408,"e2","","YYYYYYY","","","GREEN","",0,"",0,"U 31","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10233533",7034947703,"EP7382","NC","PAS","06/11/2016",40,"VAN","FORD","T",70220,74400,74450,20160588,46,46,46,340075,"T201","D","0555A","","BX","O","1590","Undercliff Ave","",0,408,"e2","","YYYYYYY","","","GOLD","",0,"",0,"D 21","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401461",7291381745,"HAP7163","NY","PAS","09/20/2015",70,"4DSD","HONDA","T",16290,8440,8590,20150915,115,115,115,362547,"T401","P","0109P","","Q","F","34-41","78th St","",0,408,"j3","","YYYYYYY","","","WHITE","",2015,"",0,"10-A","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4067341",8045421496,"GED9143","NY","PAS","10/28/2015",74,"4DSD","BMW","T",21940,19990,35780,20170421,106,106,106,361795,"T402","R","0335P","","Q","O","107-11","131st St","",0,408,"j2","","","","","GREEN","",2004,"",0,"O 42","74-Missing Display Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7629409",1405190863,"BFS8744","AZ","PAS","03/15/2016",21,"SDN","BMW","S",13040,36390,61490,0,112,112,0,587577,"QW06","0000","0813A","","Q","F","94-14","63 DRIVE","",0,408,"D1","","YYYYYYB","0800A","0830A","WHITE","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7285593",4617185641,"GZN9490","NY","PAS","03/10/2016",36,"SUBN","PORSC","V",0,0,0,0,NA,0,0,0,"","","0912A","","","","","SB PENNSYLVANIA AVE","@ SCHROEDERS AVE",0,1180,"B","T","","","","GY","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7733973",4617580293,"0AHNH0","CT","PAS","03/18/2016",36,"4D","MAZDA","V",0,0,0,0,NA,0,0,0,"","","1112A","","","","","SB SPRINGFIELD BLVD","@ HOLLIS AVE",0,1180,"B","T","","","","BLK","",2009,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641937",7703936078,"HCV1006","NY","PAS","01/28/2016",74,"4DSD","NISSA","T",41052,38210,38250,20171126,69,69,69,362187,"T302","J","0231P","","K","F","10526","Flatlands 3rd St","",0,408,"j2","","","","","BK","",2014,"",0,"C 32","74-Missing Display Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902476",7500305898,"HBE5391","NY","PAS","11/18/2015",68,"SUBN","NISSA","T",70428,40404,40404,20170827,84,84,84,361785,"T301","C","1137A","","K","F","1869","Pierrepont Pl","",0,408,"a1","","","","","BK","",2003,"",0,"01 3","68-Not Pkg. Comp. w Psted Sign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9376820",7793430906,"HFY4275","NY","PAS","05/18/2016",20,"SUBN","ACURA","T",10410,10410,13113,20160518,6,6,6,362632,"T101","D","0122P","","NY","F","20","5th Ave","",0,408,"d","","Y","0800A","0600P","SILVE","",2016,"",0,"63 1","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249767",8042561647,"31340MG","NY","COM","08/11/2015",51,"DELV","FRUEH","T",28490,0,0,88888888,1,1,1,358187,"T105","H","1121A","","NY","I","N","Pearl St","38ft W/of Whitehall",0,408,"e3","","","","","WHITE","",2006,"",0,"067","51-Sidewalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4995853",7495519988,"GSH3747","NY","PAS","12/23/2015",37,"SUBN","JEEP","T",9840,9790,9890,20160707,109,109,109,362248,"T401","V","0633P","0258P","Q","O","42-40","43rd Ave","",0,408,"h1","","Y","0900A","0700P","SILVE","",2011,"421-3029",0,"X 41","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391980",8047505087,"GEZ2479","NY","PAS","07/21/2015",70,"4DSD","NISSA","T",31390,36470,13113,20150527,30,30,30,354084,"T103","L","0127P","","NY","O","275","St Nicholas Ter","",0,408,"j3","","YYYYYYY","","","BL","",2011,"",0,"CC1","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8520521",8022978747,"L2384L","TN","PAS","04/08/2016",38,"SUBN","ISUZU","T",86530,73690,67030,20160888,71,71,71,363128,"T302","K","1250P","","K","O","1216","Union St","",0,408,"h1","","Y","0900A","0700P","BLUE","",0,"",0,"17 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436786",7498502264,"T632736C","NY","OMT","09/01/2015",71,"4DSD","LINCO","T",36510,10610,10810,20160228,32,32,32,355180,"T103","A","0639A","","NY","O","200","W 137th St","",0,408,"j6","","YYYYYYY","","","BK","",2008,"",0,"CC7","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4113708",1401113886,"2212181","ME","PAS","11/07/2015",66,"SEMI","","S",0,0,0,0,42,42,0,612318,"BX03","0000","0737A","","BX","","","S/S E 173RD ST","E/O WASHINGTON AVE",0,408,"K4","","BBBBBBB","ALL","ALL","YELLO","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4118886",1401665317,"S1NGTOO","NY","PAS","10/22/2015",21,"SUBN","HONDA","S",8780,6480,6580,20170712,66,66,0,527404,"KS12","0000","0939A","","K","F","1442","44 ST","",0,408,"D1","","BBBYBBB","0930A","1100A","BLACK","0",2014,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911055",8045151640,"70063MA","NY","COM","07/06/2015",14,"DELV","FRUEH","T",55690,48240,16940,20160430,102,102,102,361872,"T402","J","0814A","","Q","F","11615","Metropolitan Ave","",0,408,"c","","YYYYY","0700A","0900A","WH","",2003,"",0,"21 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908420",5089339971,"T622221C","NY","OMT","11/11/2015",7,"4DSD","CHRYS","V",0,0,0,0,NA,0,0,0,"","","0438P","","","","","HOYT AVE (S/B) @ 31S","T ST",0,1111,"D","T","","","","BK","",2012,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6852614",4615783413,"EMJ4393","NY","PAS","01/22/2016",36,"SUBN","TOYOT","V",0,0,0,0,NA,0,0,0,"","","1011A","","","","","WB HYLAN BV. KINGDOM","AV - CORNELIA AV",0,1180,"B","T","","","","GY","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382068",7313177720,"87278MC","NY","COM","09/30/2015",16,"VAN","FORD","T",18290,24890,10210,20161231,19,19,19,353431,"T103","CC","0935A","0845A","NY","F","134","E 65th St","",20150930,408,"k2","","Y","0800A","0700P","WHITE","",2012,"",0,"02 7","16-No Std (Com Veh) Com Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177924",7083392973,"AM492S","NJ","PAS","09/15/2015",14,"DELV","INTER","T",45440,0,0,88888888,1,1,1,361841,"T105","D","0931A","","NY","I","E","William St","5ft N/of Beaver St",0,408,"c","","YYYYYYY","","","WHITE","",0,"",0,"002","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256131",4610693707,"ELJ6798","NY","PAS","10/06/2015",36,"SUBN","MAZDA","V",0,0,0,0,NA,0,0,0,"","","1203P","","","","","WB UNION TRPK @ 213T","H ST",0,1180,"B","T","","","","BL","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5283145",4614029000,"ENM8050","NY","PAS","12/10/2015",36,"SUBN","ACURA","V",0,0,0,0,NA,0,0,0,"","","0821A","","","","","WB KINGS HWY @ E 24T","H ST",0,1180,"B","T","","","","GY","",2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10567102",8300015097,"BMP4045","NY","PAS","06/05/2016",20,"SUBN","JEEP","T",15920,35680,67530,20180326,70,70,70,333042,"T302","M","0649A","","K","O","1940","Bay Ave","",0,408,"d","","YYYYYYY","","","BL","",2012,"",0,"O 32","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793862",5088982781,"GJB1523","NY","PAS","10/18/2015",7,"4DSD","HYUND","V",0,0,0,0,NA,0,0,0,"","","0854P","","","","","CLOVE RD (N/B) @ BAR","D AVE",0,1111,"D","T","","","","BK","",2013,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7219498",1403106976,"GWY8962","NY","PAS","02/25/2016",20,"SDN","HONDA","P",19030,10410,0,20170420,25,25,25,941549,"0025","0000","0803A","","NY","","","EAST 103 ST","5TH AVE",0,408,"F1","","YYYYYBB","0700A","0400P","BLACK","0",2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814459",4610098118,"GEK3789","NY","PAS","09/28/2015",36,"SUBN","ME/BE","V",0,0,0,0,NA,0,0,0,"","","0952A","","","","","SB WHITE PLAINS RD @","RANDALL AVE",0,1180,"B","T","","","","GY","",2008,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10228449",7025505286,"DRB4859","NY","PAS","06/08/2016",40,"SUBN","CHEVR","T",72720,26250,26370,20160630,44,44,44,358860,"T801","A","0824P","","BX","F","675","Walton Ave","",0,408,"e2","","YYYYYYY","","","BLACK","",2016,"",0,"G 21","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5694318",4615069376,"HCR6550","NY","PAS","01/06/2016",36,"4DSD","NISSA","V",0,0,0,0,NA,0,0,0,"","","1236P","","","","","WB ATLANTC AV. HIGHL","ND PL - HENDRX ST",0,1180,"B","T","","","","RD","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337992",7013393095,"BKM8715","NY","PAS","12/10/2015",37,"SUBN","ROVER","T",25390,18890,18910,20160430,23,23,23,355325,"T103","CC","1108A","1033A","NY","O","1391","Madison Ave","",0,408,"h1","","Y","1000A","0300P","BK","",2014,"127-3048",0,"01 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862525",4611081280,"GBJ4129","NY","PAS","10/13/2015",36,"4DSD","FORD","V",0,0,0,0,NA,0,0,0,"","","0104P","","","","","EB ROCKAWAY BLVD @ 1","00TH ST",0,1180,"B","T","","","","BK","",2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7705429",4617019613,"68771MC","NY","COM","03/07/2016",36,"VAN","ISUZU","V",10350,40404,40404,0,NA,0,0,0,"","","0329P","","","","","NB 4TH AVE @ 13TH ST","",0,1180,"B","T","","","","WH","",2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671341",4609295398,"XCHCX","NY","SRF","09/10/2015",36,"SUBN","NISSA","V",0,0,0,0,NA,0,0,0,"","","1135A","","","","","SB EASTERN PKWY @ TR","UXTON ST",0,1180,"B","T","","","","WH","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9208085",4619280800,"T647309C","NY","OMT","05/04/2016",36,"SUBN","CHEVR","V",0,0,0,0,NA,0,0,0,"","","0759A","","","","","EB QUEENS BLVD @ 55T","H ST",0,1180,"B","T","","","","BK","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295316",8020658919,"GWM3987","NY","PAS","06/29/2015",46,"4DSD","HONDA","T",54110,79530,67030,20160711,79,79,79,351964,"T301","Y","1233P","","K","F","32","Kosciusko St","",0,408,"f1","","","","","BK","",2012,"",0,"SPCL","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7688269",4616715257,"DRX6473","NY","PAS","03/01/2016",36,"SUBN","HYUND","V",0,0,0,0,NA,0,0,0,"","","1001A","","","","","WB QUEENS BLVD @ 36T","H ST",0,1180,"B","T","","","","GYBL","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8520257",8019825356,"R77BLJ","NJ","PAS","04/23/2016",20,"4DSD","CHEVR","T",79050,48120,16320,88888888,45,45,45,350435,"T202","O","0522A","","BX","F","1702","Zerega Ave","",0,408,"d","","YYYYYYY","","","WHITE","",0,"",0,"A 22","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253231",8048753996,"52M3876","TX","PAS","08/12/2015",37,"SUBN","ME/BE","T",24465,0,0,20150988,70,70,70,362179,"T302","O","0317P","0258P","K","I","N","Campus Rd","10ft E/of E 23rd St",20150812,408,"h1","","YYYYY","0800A","1000P","WHITE","",0,"356-9924",0,"11 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910895",7744350406,"GZP8555","NY","PAS","08/10/2015",71,"SUBN","HONDA","T",42820,27030,29120,20170721,46,46,46,362617,"T201","E","0326P","","BX","F","2031","Jerome Ave","",0,408,"j6","","YYYYYYY","","","BL","",2015,"",0,"70 2","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516694",7291986977,"27889MD","NY","COM","08/19/2015",37,"VAN","FORD","T",10010,0,0,20170131,19,19,19,361900,"T103","J","0612P","0511P","NY","I","E","1st Ave","31ft N/of E 80th St",20150819,408,"h1","","Y","0900A","0700P","GY","",2012,"124-8965",0,"C 77","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998053",8031472300,"GSP6011","NY","PAS","07/30/2015",37,"4DSD","NISSA","T",11710,35590,35610,20161015,24,24,24,362261,"T103","F","1047A","1003A","NY","F","646","Amsterdam Ave","",0,408,"h1","","Y","0900A","0700P","GY","",2008,"103-8121",0,"40 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480428",8018618070,"GXZ4472","NY","PAS","02/25/2016",19,"4DSD","PONTI","T",73720,27480,27510,20170614,52,52,52,363105,"T201","I","0102P","","BX","F","2627","Webster Ave","",0,408,"c3","","YYYYYYY","","","BK","",2007,"",0,"36 2","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9837231",7757947637,"EEG8770","NY","PAS","05/04/2016",70,"SUBN","CHEVR","T",14740,14590,14840,20160423,112,112,112,361093,"T402","C","0911A","","Q","O","70-01","70th Ave","",0,408,"j3","","YYYYYYY","","","BLACK","",2015,"",0,"05 4","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4994789",7472379128,"GCV8767","NY","PAS","12/24/2015",21,"SUBN","NISSA","T",7690,7040,7300,20160227,114,114,114,333007,"T401","N","0849A","","Q","F","23-35","29th Ave","",0,408,"d1","","Y","0830A","1000A","BLACK","",2015,"",0,"R 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154178",8048616221,"GMW6949","NY","PAS","09/29/2015",37,"SUBN","JEEP","T",10610,34110,34130,20160214,13,13,13,357783,"T102","I","0108P","1255P","NY","F","127","7th Ave","",0,408,"h1","","Y","0900A","0700P","BK","",2014,"145-3111",0,"A 17","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8695864",1410260367,"FZJ7309","NY","PAS","04/13/2016",21,"SDN","CHEVR","S",38250,81050,40230,20160601,69,69,0,980319,"KS18","0000","1142A","","K","F","523","E 108 ST","",0,408,"D1","","BBYBBBB","1100A","1230P","BLUE","0",2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8114941",8049230624,"83425MB","NY","COM","03/18/2016",14,"VAN","FORD","T",25900,0,0,20170930,1,1,1,351284,"T105","E","0131P","","NY","I","E","Marketfield St","25ft S/of Beaver St",0,408,"c","","YYYYYYY","","","WH","",2011,"",0,"083","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3589965",8026133018,"462MWP","CT","PAS","10/16/2015",37,"SUBN","BMW","T",53390,0,0,20150088,109,109,109,354002,"T401","G","1159A","1153A","Q","I","W","Leavitt St","40ft N/of Northern B",0,408,"h1","","Y","0830A","0700P","WHITE","",0,"406-3013",0,"04 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9739359",7251540400,"EVG7708","NY","PAS","05/19/2016",37,"SUBN","LEXUS","T",28830,54050,14480,20171115,62,62,62,363088,"T302","F","0139P","0127P","K","F","2106","Coney Island Ave","",0,408,"h1","","Y","0900A","0700P","GY","",2015,"305-1323",0,"03 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4510135",7803318800,"CFR6073","NY","PAS","11/09/2015",37,"SUBN","ME/BE","T",26230,64830,36330,20161031,67,67,67,345470,"T302","U","0119P","1200P","K","F","3316","Church Ave","",0,408,"h1","","Y","0900A","0700P","WH","",0,"316-3020",0,"28 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811252",7114869629,"51370MG","NY","COM","08/18/2015",40,"VAN","GMC","T",21090,21380,32910,20170413,1,1,1,362615,"T105","C","0108P","","NY","F","110","Front St","",0,408,"e2","","YYYYYYY","","","WH","",1991,"",2,"098","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5813844",7411918519,"RTM65E","NJ","PAS","12/31/2015",24,"4DSD","TOYOT","T",0,0,0,88888888,44,44,44,358642,"T201","Q","0323P","","BX","I","W","Morris Ave","40ft N/of Mount Eden",0,408,"d5","","YYYYYYY","0700A","0700P","GREY","",0,"",0,"W 21","24-No Parking (exc auth veh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10387864",7896153877,"EBA7418","NY","PAS","06/23/2016",46,"SUBN","HONDA","T",11010,34630,34650,20170823,18,18,18,353486,"T106","A","0629A","","NY","F","610","10th Ave","",0,408,"f1","","","","","BL","",2013,"",0,"B 17","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4927184",7007103819,"HAX7931","NY","PAS","12/17/2015",38,"SUBN","AUDI","T",36490,5190,0,20170828,108,108,108,358155,"T401","M","0812A","","Q","O","5-19","Borden Ave","",0,408,"h1","","YYYYYYY","","","BL","",2014,"",0,"D 41","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5721015",4615523567,"GZH3371","NY","PAS","01/20/2016",36,"SUBN","FORD","V",0,0,0,0,NA,0,0,0,"","","0859A","","","","","WB E 135TH ST @ ALEX","ANDER AVE",0,1180,"B","T","","","","GR","",2004,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612896",7805798436,"FWY7458","NY","PAS","08/21/2015",20,"4DSD","TOYOT","T",10930,0,0,20160116,68,68,68,362574,"T302","I","0217P","","K","I","S","87th St","100ft W/of 5th Ave",0,408,"d","","YYYYYYY","","","GY","",2005,"",0,"21 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6114208",4615734153,"FPK6331","NY","PAS","01/25/2016",36,"4DSD","ME/BE","V",0,0,0,0,NA,0,0,0,"","","0232P","","","","","WB E 135TH ST @ ALEX","ANDER AVE",0,1180,"B","T","","","","GY","",2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6757263",8065504966,"JSV3064","PA","PAS","02/20/2016",21,"SUBN","HONDA","T",10210,18820,18830,20161088,19,19,19,356258,"T103","F","0847A","","NY","F","1645","3rd Ave","",0,408,"d1","","Y","0830A","0900A","TAN","",0,"",0,"01 7","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9082036",8118511080,"59637MD","NY","COM","04/05/2016",14,"DELV","ISUZU","T",10410,32985,17150,20170731,18,18,18,345369,"T106","D","1109A","","NY","F","3","5th Ave","",0,408,"c","","YYYYYYY","","","WHITE","",2014,"",0,"11 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099816",7931912949,"31378MG","NY","COM","08/12/2015",14,"DELV","FRUEH","T",29010,45440,21350,88888888,1,1,1,341171,"T101","A","1038A","","NY","O","27","Platt St","",0,408,"c","","YYYYYYY","","","WHITE","",2006,"",0,"02 1","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7670750",4005580014,"FPM1334","NY","PAS","03/02/2016",5,"SUBN","KIA","V",0,0,0,0,NA,0,0,0,"","","0650P","","","","","SB NOSTRAND AVE @ TI","LDEN AVE",0,1111,"C","T","","","","BK","",2009,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8959478",7986765434,"23600LV","NY","OML","04/20/2016",20,"4DSD","LINCO","T",18370,10010,45590,20160531,19,19,19,363488,"T103","H","1208P","","NY","O","404","E 69th St","",0,408,"d","","YYYYY","0800A","0600P","GR","",2005,"",0,"59 7","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7487707",7936739725,"JMZ507","SC","PAS","03/17/2016",21,"4DSD","ACURA","T",17230,12110,12210,88880088,7,7,7,361098,"T101","C","1109A","","NY","F","505","E 12th St","",0,408,"d1","","Y  Y","1100A","1230A","BLACK","",0,"",0,"42 1","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7212667",1400464754,"HDW3975","NY","PAS","03/15/2016",21,"SDN","TOYOT","S",24390,23037,23050,20180309,105,105,0,512735,"QE13","0000","0130A","","Q","O","146-27","167 STREET","",0,408,"K4","","BYBBBBB","1200A","0300A","BROWN","0",2004,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917540",7961591450,"GXS6348","NY","PAS","08/14/2015",14,"4DSD","HONDA","T",75530,27530,29830,20170608,84,84,84,330760,"T802","A","1113P","","K","F","38","Schermerhorn St","",0,408,"c","","YYYYYYY","","","BK","",2012,"",0,"Q 31","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419752",1381101550,"CBJ7461","NY","PAS","07/12/2015",46,"SDN","NISSA","X",38030,14280,75970,20161027,69,69,69,939294,"0069","0000","0630P","","K","F","1610","E 95 ST","",0,408,"F2","","BBBBBBB","ALL","ALL","GY","0",2014,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9846962",7897195417,"63081JM","NY","COM","05/04/2016",47,"VAN","GMC","T",10210,17530,17550,88888888,13,13,13,356559,"T102","I","0145P","","NY","F","379","3rd Ave","",0,408,"l2","","Y","0700A","0700P","BROWN","",1989,"",0,"E 17","47-Double PKG-Midtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
