"","X","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"1467",6779882,5081068111,"FYC8150","NY","PAS","06/19/2014",7,"4DSD","ACURA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0415A","","","","","BRUCKNER BLVD (E/B)","@ HUNTS POINT AVE","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","BK",NA,2010,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",347198,7071886222,"FTY4315","PA","PAS","03/11/2015",21,"4DSD","VOLKS","T",64730,6580,9930,"01/01/20150788 12:00:00 PM",62,62,62,354174,"T302","L","0648A","","K","F","6615","New Utrecht Ave","","01/05/0001 12:00:00 PM",408,"d1",NA,"Y","0630A","0700A","BLACK",NA,0,"",0,"W 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",7522019,4604844483,"17348BB","NY","OMR","01/21/2015",36,"BUS","CHEVR","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0105P","","","","","EB ATLANTIC AVE @ ES","SEX ST","01/05/0001 12:00:00 PM",1180,"B",TRUE,"","","","YW",NA,2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470",2574266,7169728321,"DUU3477","NY","PAS","09/18/2014",37,"SUBN","ACURA","T",49420,29220,24840,"01/01/20141107 12:00:00 PM",46,46,46,361294,"T201","O","0203P","0100P","BX","O","2543","Marion Ave","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","0700P","TN",NA,2002,"201-8553",0,"40 2","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",10728099,7760235732,"1914337","ME","PAS","09/30/2014",66,"TRLR","NS/OT","T",10890,0,0,"01/01/20140088 12:00:00 PM",108,108,108,358151,"T803","A","1009P","","Q","I","N","51st Ave","50ft E/of 21st St","01/05/0001 12:00:00 PM",408,"k4",NA,"","","","WHITE",NA,0,"",0,"C 42","66-Detached Trailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",8065213,4601431347,"FXK1583","NY","PAS","07/28/2014",36,"4DSD","LEXUS","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1248P","","","","","EB GRND CNTRL PWY 16","4 ST - 170 ST","01/05/0001 12:00:00 PM",1180,"B",TRUE,"","","","GY",NA,2007,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",11077813,7958204220,"DHT2851","NY","PAS","10/25/2014",38,"SUBN","CHRYS","T",39800,40404,40404,"01/01/20150907 12:00:00 PM",122,122,122,355640,"T303","N","0940A","","R","I","","New Dorp Lane Munici","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0800A","1000P","GY",NA,2012,"",0,"C-AM","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",4868927,7553562646,"ETP7886","NY","PAS","10/30/2014",37,"4DSD","HYUND","T",47330,0,0,"01/01/20150805 12:00:00 PM",83,83,83,358133,"T301","G","0116P","1220P","K","I","S","Harman St","60ft E/of Knickerboc","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","0700P","BL",NA,2010,"330-3032",0,"11 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",10719573,7602444292,"S907AP","NY","PAS","06/22/2015",19,"4DSD","HONDA","T",78150,25920,25950,"01/01/20150701 12:00:00 PM",40,40,40,340040,"T720","A","0540A","","BX","F","370","Willis Ave","","01/05/0001 12:00:00 PM",408,"c3",NA,"YYYYYYY","","","GREY",NA,2002,"",0,"A 62","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",11658682,7959444791,"EJT1470","NY","PAS","03/09/2015",70,"SUBN","NISSA","T",44750,10575,10575,"01/01/20140713 12:00:00 PM",121,121,121,356557,"T303","E","0125P","","R","F","2655","Richmond Ave","","01/05/0001 12:00:00 PM",408,"j3",NA,"YYYYYYY","","","BLACK",NA,2008,"",0,"02-P","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",1612944,7089571932,"99155MD","NY","COM","01/05/2015",71,"VAN","FORD","T",35330,14630,14680,"01/01/20161231 12:00:00 PM",61,61,61,358240,"T302","O","1218P","","K","F","2105","E 12th St","","01/05/0001 12:00:00 PM",408,"j6",NA,"YYYYYYY","","","BL",NA,2003,"",0,"34 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",3882885,1370553134,"GNH2519","NY","PAS","08/29/2014",21,"SUBN","FORD","S",41190,36810,21570,"01/01/20160401 12:00:00 PM",102,102,0,612508,"QW09","0000","1006A","","Q","F","157","CUTHBERT RD","","01/05/0001 12:00:00 PM",408,"D1",NA,"BBBBYBB","1000A","1130A","GREEN",0,2005,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",9269667,1379858938,"59817JS","NY","COM","04/14/2015",46,"VAN","WORKH","P",10010,13113,17290,"01/01/20160430 12:00:00 PM",13,13,13,949252,"0013","0000","0845A","","NY","F","239","1 AVE","","01/05/0001 12:00:00 PM",408,"E1",NA,"BBBBBBB","ALL","ALL","WHITE",0,2004,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",1238983,7005342215,"EJY8274","NY","PAS","03/07/2015",70,"SUBN","HONDA","T",16590,8590,8790,"01/01/20150303 12:00:00 PM",115,115,115,361090,"T401","I","0155P","","Q","F","35-63","80th St","","01/05/0001 12:00:00 PM",408,"j3",NA,"YYYYYYY","","","RED",NA,2015,"",0,"18 4","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481",10014424,7327598261,"68464JT","NY","COM","07/12/2014",38,"VAN","CHEVR","T",10410,19310,19330,"01/01/20150228 12:00:00 PM",23,23,23,357736,"T103","L","1219P","","NY","O","1468","5th Ave","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0930A","1000P","WHITE",NA,2005,"",0,"08 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482",4465980,1372192724,"GPR4542","NY","PAS","08/24/2014",98,"SDN","SUBAR","X",35720,20920,65820,"01/01/20160601 12:00:00 PM",43,43,43,932310,"0043","0000","0220A","","BX","F","1771","GLEASON AVE","","01/05/0001 12:00:00 PM",408,"E5",NA,"BBBBBBB","ALL","ALL","WT",0,1992,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",527732,8033358270,"GNS3205","NY","PAS","06/26/2015",74,"SUBN","JEEP","T",44750,10575,10575,"01/01/20160402 12:00:00 PM",121,121,121,358627,"T303","X","0457P","","R","F","2655","Richmond Ave","","01/05/0001 12:00:00 PM",408,"j2",NA,"","","","WHITE",NA,2014,"",0,"C-PM","74B-Covered Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",11641534,7103173059,"60354JJ","NY","COM","11/10/2014",38,"DELV","INTER","T",67030,14180,14230,"01/01/20150731 12:00:00 PM",63,63,63,356530,"T302","C","0223P","","K","O","2655","Nostrand Ave","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","0700P","WHITE",NA,2003,"",0,"18 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485",1989995,7991939479,"47190MB","NY","COM","09/22/2014",20,"DELV","ISUZU","T",18510,45590,16400,"01/01/20150630 12:00:00 PM",19,19,19,355459,"T103","B","0248P","0218P","NY","O","511","E 76th St","","01/01/20140922 12:00:00 PM",408,"d",NA,"YYYYY","0700A","0600P","WHITE",NA,2005,"",0,"01 7","20-No Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",11092302,7098094778,"GFG1185","NY","PAS","02/19/2015",40,"4DSD","HONDA","T",15540,61090,9540,"01/01/20160716 12:00:00 PM",110,110,110,353444,"T401","Q","1005A","","Q","F","40-05","73rd St","","01/05/0001 12:00:00 PM",408,"e2",NA,"YYYYYYY","","","BK",NA,2006,"",0,"42 4","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",9684323,7782399798,"FWE8573","NY","PAS","02/25/2015",21,"SUBN","TOYOT","T",19190,8790,8990,"01/01/20151229 12:00:00 PM",115,115,115,355532,"T401","M","0842A","","Q","F","3722","99th St","","01/05/0001 12:00:00 PM",408,"d1",NA,"Y","0830A","1000A","GY",NA,2004,"",0,"J 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",9812649,7046209698,"AR283A","NJ","PAS","10/22/2014",38,"TRAC","FRUEH","T",10010,17010,17030,"01/01/88888888 12:00:00 PM",9,9,9,356962,"T101","D","0119P","","NY","F","19","1st Ave","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0830A","0700P","WHITE",NA,0,"",0,"70 1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",9375446,7981049556,"EWZ7352","NY","PAS","10/04/2014",38,"SUBN","JEEP","T",6380,10180,10230,"01/01/20160630 12:00:00 PM",68,68,68,345534,"T302","Q","0353P","","K","F","7216","13th Ave","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0830A","0700P","BLACK",NA,2002,"",0,"E 32","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",11013520,7567765240,"FSS3929","NY","PAS","01/06/2015",37,"SUBN","NS/OT","T",0,40404,40404,"01/01/20151211 12:00:00 PM",7,7,7,361076,"T101","E","0514P","0350P","NY","I","","Broome and Ludlow Lo","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0800A","1000P","BLACK",NA,2013,"172-0099",0,"52 1","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",2334884,7086876513,"317ZNU","CT","999","10/02/2014",38,"SUBN","NISSA","T",10330,18950,5580,"01/01/88880088 12:00:00 PM",68,68,68,361095,"T302","P","0440P","","K","F","479","Bay Ridge Pky","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0830A","0700P","WHITE",NA,0,"",0,"51 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",1063448,7462750533,"X25AVR","NJ","PAS","08/13/2014",19,"SUBN","MITSU","T",5580,9030,9080,"01/01/88888888 12:00:00 PM",72,72,72,350415,"T802","B","1030P","","K","F","4919","5th Ave","","01/05/0001 12:00:00 PM",408,"c3",NA,"YYYYYYY","","","SILVE",NA,0,"",0,"G 31","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493",1086674,8031754779,"2SX694","OK","PAS","04/14/2015",46,"DELV","INTER","T",24890,18650,18670,"01/01/88880088 12:00:00 PM",19,19,19,356261,"T103","E","0808A","1200P","NY","O","1230","Lexington Ave","","01/01/20150414 12:00:00 PM",408,"F1",NA,"","","","WHITE",NA,0,"",0,"16 7","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494",5167799,7718180931,"GLT4928","NY","PAS","11/25/2014",40,"4DSD","HONDA","T",35330,38930,14280,"01/01/20151203 12:00:00 PM",70,70,70,355667,"T302","C","1216P","","K","O","1349","E 12th St","","01/05/0001 12:00:00 PM",408,"e2",NA,"YYYYYYY","","","BK",NA,2010,"",5,"14 3","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",11313658,7127574157,"CLM3292","NC","PAS","12/24/2014",16,"PICK","CHEVR","T",19250,10110,10010,"01/01/20150888 12:00:00 PM",23,23,23,354098,"T103","M","0125P","","NY","F","341","E 115th St","","01/05/0001 12:00:00 PM",408,"k2",NA,"Y","0700A","0600P","WHITE",NA,0,"",0,"CC2","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496",4490942,7788303616,"GTA8785","NY","PAS","11/13/2014",38,"4DSD","VOLKS","T",39595,6190,6440,"01/01/20161005 12:00:00 PM",109,109,109,358652,"T401","R","1212P","","Q","F","18-31","College Point Blvd","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","0700P","GY",NA,2003,"",0,"08 4","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497",362300,8015816178,"GDH1594","NY","PAS","03/12/2015",21,"4DSD","CADIL","T",14580,35380,35430,"01/01/20170117 12:00:00 PM",61,61,61,351343,"T302","A","0902A","","K","F","1307","Avenue T","","01/05/0001 12:00:00 PM",408,"d1",NA,"Y","0830A","1000A","GREY",NA,2013,"",0,"34 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498",2681399,7564369486,"GHM8104","NY","PAS","07/29/2014",14,"PICK","DODGE","T",54000,0,0,"01/01/20150701 12:00:00 PM",79,79,79,357368,"T301","O","0252P","","K","I","W","Kent Ave","15ft S/of Flushing A","01/05/0001 12:00:00 PM",408,"c",NA,"YYYYYYY","","","GY",NA,2003,"",0,"A 31","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",2393882,7663801544,"W91CSM","NJ","PAS","03/14/2015",14,"4DSD","JAGUA","T",34150,10410,10510,"01/01/88888888 12:00:00 PM",13,13,13,356986,"T800","A2","0154A","","NY","F","10","W 19th St","","01/05/0001 12:00:00 PM",408,"c",NA,"YYYYYYY","1100P","0600A","WHITE",NA,0,"",0,"F 77","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",3025331,8016156265,"FFF7798","NY","PAS","12/11/2014",71,"4DSD","NISSA","T",37930,28970,41030,"01/01/20161109 12:00:00 PM",69,69,69,354170,"T302","U","0928A","","K","O","1150","E 93rd St","","01/05/0001 12:00:00 PM",408,"j6",NA,"YYYYYYY","","","GY",NA,2004,"",0,"T 32","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501",3777553,8007166117,"SVM67;","NJ","PAS","09/06/2014",38,"SUBN","LEXUS","T",11990,8190,57790,"01/01/88888888 12:00:00 PM",108,108,108,354057,"T401","H","0924A","","Q","O","32-50","57th St","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","1200A","WHITE",NA,0,"",0,"A 41","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",4309079,7093098265,"P59EMZ","NJ","PAS","01/12/2015",24,"4DSD","TOYOT","T",24810,23800,12550,"01/01/88888888 12:00:00 PM",45,45,45,355462,"T202","Q","0450P","","BX","O","140","Donizetti Pl","","01/05/0001 12:00:00 PM",408,"d5",NA,"YYYYYYY","0700A","0500P","BLACK",NA,0,"",0,"M 23","24-No Parking (exc auth veh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",3737055,7220734530,"85962MC","NY","COM","09/11/2014",20,"VAN","DODGE","T",33950,10410,13113,"01/01/20150228 12:00:00 PM",6,6,6,359605,"T101","D","0414P","0328P","NY","F","16","W 9th St","","01/05/0001 12:00:00 PM",408,"d",NA,"Y","0800A","0600P","WH",NA,2010,"",0,"59 1","20-No Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504",5379961,7068615429,"GEF7989","NY","PAS","03/03/2015",20,"4DSD","HONDA","T",67030,41730,40230,"01/01/20150407 12:00:00 PM",67,67,67,357335,"T302","Y","0140P","","K","O","1964","Nostrand Ave","","01/05/0001 12:00:00 PM",408,"d",NA,"YYYYY","0700A","0400P","GL",NA,2001,"",0,"15 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505",7205727,1369940907,"T274326","TN","PAS","12/23/2014",80,"TRLR","AJAX","S",28890,21590,21640,"01/05/0001 12:00:00 PM",102,102,0,581248,"QW05","0000","0551P","","Q","O","124-02","ATLANTIC AVE","","01/05/0001 12:00:00 PM",408,"K4",NA,"BBBBBBB","ALL","ALL","BLK",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506",8289595,5081633057,"GKW7110","NY","PAS","07/17/2014",7,"4DSD","TOYOT","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1244P","","","","","EASTERN PKWY (W/B) @","HOWARD AVE","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","BL",NA,1998,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507",5295099,1374102817,"EHS3860","NY","PAS","11/14/2014",21,"SDN","NISSA","S",31330,14380,73030,"01/01/20160604 12:00:00 PM",62,62,0,584328,"KS18","0000","0930A","","K","F","1655","DAHILL RD","","01/05/0001 12:00:00 PM",408,"D1",NA,"BBBBYBB","0830A","1000A","GREY",0,2013,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508",9687623,7961559383,"HVD2760","PA","PAS","12/23/2014",21,"4DSD","GEO","T",55030,80230,45030,"01/01/20140088 12:00:00 PM",84,84,84,330544,"T301","B","1143A","","K","O","50","Lefferts Pl","","01/05/0001 12:00:00 PM",408,"d1",NA,"Y","1130A","0100P","GOLD",NA,0,"",0,"210J","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509",6242998,7001104267,"162711E","ME","PAS","06/26/2015",66,"TRLR","NS/OT","T",11090,0,0,"01/01/20150088 12:00:00 PM",108,108,108,342990,"T401","S","1039A","","Q","I","S","53rd Ave","100ft W/of 44th St","01/05/0001 12:00:00 PM",408,"k4",NA,"","","","RED",NA,0,"",0,"48-P","66-Detached Trailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",7711316,4606455172,"5BM7227","MD","PAS","04/21/2015",36,"2S","MINI","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0259P","","","","","EB SEAVIEW AVE @ E 1","00TH ST","01/05/0001 12:00:00 PM",1180,"B",TRUE,"","","","",NA,2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",9107163,7997032400,"42048JM","NY","COM","06/30/2014",69,"VAN","GMC","T",34130,10410,10510,"01/01/88888888 12:00:00 PM",13,13,13,355418,"T102","E","0932A","","NY","F","10","W 18th St","","01/05/0001 12:00:00 PM",408,"h1",NA,"YYYYY","0800A","0700P","WHITE",NA,1995,"",0,"03 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",8084896,5082020651,"H34ARE","NJ","PAS","08/05/2014",7,"4 DR","LEXUS","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0559P","","","","","WHITESTONE EXPWY SVC","RD (N/B) @ 20TH AVE","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","",NA,0,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",8166077,5085882763,"FFM5819","NY","PAS","04/25/2015",7,"4DSD","NISSA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0449P","","","","","HOYT AVE (S/B) @ 31S","T ST","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","GY",NA,2007,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",2378069,7314655224,"GSB7748","NY","PAS","10/24/2014",74,"4DSD","HONDA","T",13910,13113,37470,"01/01/20161005 12:00:00 PM",32,32,32,358140,"T103","N","0338P","","NY","O","200","Cabrini Blvd","","01/05/0001 12:00:00 PM",408,"j2",NA,"","","","LTG",NA,2007,"",0,"C 77","74A-Improperly Displayed Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",8851792,8001217541,"61103MB","NY","COM","07/11/2014",69,"VAN","FORD","T",34210,10410,10510,"01/01/20151231 12:00:00 PM",13,13,13,359330,"T102","J","1147A","","NY","O","60","W 22nd St","","01/05/0001 12:00:00 PM",408,"h1",NA,"YYYYY","0800A","0600P","WH",NA,2011,"",0,"08 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",5133131,7619982577,"85886MD","NY","COM","01/15/2015",46,"DELV","UPS","T",56530,29830,20110,"01/01/88888888 12:00:00 PM",84,84,84,358861,"T301","C","0128P","1200P","K","O","90","Livingston St","","01/01/20150115 12:00:00 PM",408,"f1",NA,"","","","BROWN",NA,0,"",0,"03 3","46-Double Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",8089288,5084189661,"EKM3872","NY","PAS","12/12/2014",7,"SUBN","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1259P","","","","","QUEENS MIDTOWN EXPWY","(W/B) @ 43RD ST","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","BK",NA,2006,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",2699774,7230390060,"EXA2408","NY","PAS","04/04/2015",38,"SUBN","GMC","T",10880,16580,16630,"01/01/20160315 12:00:00 PM",62,62,62,348493,"T302","C","0916A","","K","F","2050","86th St","","01/05/0001 12:00:00 PM",408,"h1",NA,"Y","0900A","0700P","RD",NA,2006,"",0,"27 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519",11691991,7731395029,"45132MD","NY","COM","01/17/2015",78,"VAN","HONDA","T",9080,6680,6780,"01/01/20150331 12:00:00 PM",66,66,66,345428,"T802","B","1126P","","K","F","1688","50th St","","01/05/0001 12:00:00 PM",408,"k6",NA,"YYYYYYY","0900P","0500A","GY",NA,2013,"",0,"I 31","78-Nighttime PKG on Res Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",5187268,1374684612,"GCG6389","NY","PAS","11/20/2014",21,"SUBN","CHEVR","S",76530,44330,70930,"01/01/20160923 12:00:00 PM",75,75,0,981221,"KN05","0000","0900A","","K","O","405","SHEPHERD AVE","","01/05/0001 12:00:00 PM",408,"D1",NA,"YBBYBBB","0800A","0930A","WHITE",0,2008,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521",10918990,8016274160,"FHP6060","NY","PAS","03/12/2015",16,"SUBN","FRUEH","T",13610,20890,45290,"01/01/20150731 12:00:00 PM",1,1,1,351929,"T105","N","0206P","","NY","F","377","Broadway","","01/05/0001 12:00:00 PM",408,"k2",NA,"YYYYY","0700A","0700P","WH",NA,2012,"",0,"S 99","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",8425826,5086174193,"BKE9799","NY","PAS","05/13/2015",7,"4DSD","KIA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0826A","","","","","SB OCEAN PKWY @ AVEN","UE I","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","WH",NA,2013,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",8584726,7699109090,"49707M2","MD","PAS","10/02/2014",37,"SUBN","MAZDA","T",28830,0,0,"01/01/20160188 12:00:00 PM",60,60,60,356956,"T302","G","0312P","0304P","K","I","W","Coney Island Ave","100ft S/of Brighton","01/01/20141002 12:00:00 PM",408,"h1",NA,"Y","0830A","0700P","GREEN",NA,0,"308-8730",0,"41 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524",8869654,7070093676,"GKR5450","NY","OMS","05/26/2015",21,"4DSD","KIA","T",23920,27780,27840,"01/01/20150930 12:00:00 PM",52,52,52,362268,"T201","H","1148A","","BX","F","3212","Decatur Ave","","01/05/0001 12:00:00 PM",408,"d1",NA,"Y  Y","1130A","0100P","BK",NA,2014,"",0,"55 2","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",1153336,7911170666,"24973MA","NY","COM","03/31/2015",42,"VAN","FORD","T",34190,10410,10510,"01/01/20170331 12:00:00 PM",13,13,13,361807,"T102","M","0128P","","NY","F","30","W 21st St","","01/05/0001 12:00:00 PM",408,"h1",NA,"YYYYY","0800A","0600P","WHITE",NA,2011,"145-3047",0,"99 6","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",9492074,8031960264,"DCBT23","FL","PAS","02/11/2015",14,"4DSD","MERCU","T",34750,29900,10510,"01/01/20150888 12:00:00 PM",18,18,18,356225,"T503","E1","0330P","","NY","F","49","W 49th St","","01/05/0001 12:00:00 PM",408,"c",NA,"YYYYYYY","","","GREY",NA,0,"",0,"C 77","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",10817618,1379230330,"AMAC28","NY","COM","02/13/2015",46,"VAN","FORD","P",41730,37680,37730,"01/01/20160228 12:00:00 PM",69,69,69,942239,"0069","0000","1204P","","K","F","8704","FOSTER AVE","","01/05/0001 12:00:00 PM",408,"E2",NA,"BBBBBBB","ALL","ALL","BLUE",0,2010,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528",7146450,5083365431,"JLN4333","PA","PAS","10/17/2014",7,"SW","NISSA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1059P","","","","","EASTERN PKWY (E/B) @","UTICA AVE","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","",NA,2007,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529",6510804,5083680038,"T634825C","NY","OMT","11/06/2014",7,"SUBN","TOYOT","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0146P","","","","","RICHMOND AVE (S/B) @","ETON PL","01/05/0001 12:00:00 PM",1111,"D",TRUE,"","","","BK",NA,2013,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
